Mineral_name,Formula,Reference
Fingerite,Cu₁₁ V₆ O₂₆,"Finger L. W., Fingerite Cu11O2(VO4)6: a new vanadium sublimate from Izalco Volcano, El Salvador: crystal structure, American Mineralogist, 70, 197–199 (1985)."
Modderite,Co As,"Lyman P. S., Prewitt C. T., Room- and high-pressure crystal chemistry of CoAs and FeAs Note: anisoB's taken from ICSD Sample: Pnam refinement, P = .0001 GPa, Acta Crystallographica, Section B, 40, 14–20 (1984)."
Sobolevskite,Bi Pd,"Bayliss P., Revised unit cell dimensions, space group, and chemical formula of some metallic minerals Note: cell edges taken from Handbook of Mineralogy, The Canadian Mineralogist, 28, 751–755 (1990)."
Banalsite,Ba Na₂ Al₄ Si₄ O₁₆,"Liferovich R. P., Locock A. J., Mitchell R. H., Shpachenko A. K., The crystal structure of stronalsite and a redetermination of the structure of banalsite, The Canadian Mineralogist, 44, 533–546 (2006)."
Scottyite,Ba Cu₂ Si₂ O₇,"Yang H., Downs R. T., Evans S. H., Pinch W. W., Scottyite, the natural analog of synthetic BaCu2Si2O7, a new mineral from the Wessels mine, Kalahari Manganese Fields, South Africa, American Mineralogist, 98, 478–484 (2013)."
Roquesite,Cu In S₂,"Abrahams S. C., Bernstein J. L., Piezoelectric nonlinear optic CuGaS2 and CuInS2 crystal structure: Sublattice distortion in AIBIIIC2VI and AIIBIVC2V type chalcopyrites Note: Synthetic sample, Journal of Chemical Physics, 59, 5415–5420 (1973)."
Anhydrite (soluble),Ca S O₄,"Lager G. A., Armbruster T., Rotella F. J., Jorgensen J. D., Hinks D. G., A crystallographic study of the low-temperature dehydration products of gypsum CaSO4*2H2O: hemihydrate CaSO4*0.50H2O, and gamma-CaSO4 Note: gamma-CaSO4, American Mineralogist, 69, 910–918 (1984)."
Chukanovite,Fe₂ C O₅ H₂,"Pekov I. V., Perchiazzi N., Merlino S., Kalachev V. N., Merlini M., Zadov A. E., Chukanovite, Fe2(CO3)(OH)2, a new mineral from the weathered iron meteorite Dronino, European Journal of Mineralogy, 19, 891–898 (2007)."
Tychite,S Mg₂ C₄ Na₆ O₁₆,"Schmidt G. R., Reynard J., Yang H., Downs R. T., Tychite, Na6Mg2(SO4)(CO3)4: Structure analysis and Raman spectroscopic data, Acta Crystallographica, Section E, 62, i207–i209 (2006)."
Bartelkeite,Pb Fe Ge₃ O₁₀ H₄,"Origlieri M. J., Yang H., Downs R. T., Posner E. S., Domanik K. J., Pinch W. W., The crystal structure of bartelkeite, with a revised chemical formula, PbFeGeVI(GeIV2O7)(OH)2*H2O, isotypic with high-pressure P21/m lawsonite, American Mineralogist, 97, 1812–1815 (2012)."
Gearksutite,Ca Al F₄ O₂,"Marchetti F., Perchiazzi N., The crystal structure of gearksutite, CaAlF4(OH).H2O, American Mineralogist, 85, 231–235 (2000)."
Minasragrite,V S O₁₀ H₁₀,"Tachez M., Theobald F. R., Watson K. J., Mercier R., Redetermination de la structure du sulfate de vanadyle pentahydrate VOSO4*5H2O Note: anisoB's from ICSD, Acta Crystallographica, Section B, 35, 1545–1550 (1979)."
Krutaite,Cu Se₂,"Milman V., Klockmannite, CuSe: structure, properties and phase stability from ab initio modeling, Acta Crystallographica, Section B, 58, 437–447 (2002)."
Niter,K N O₃,"Nimmo J., Lucas B., The crystal structures of gamma- and beta-KNO3 and the alpha-gamma-beta phase transformations _cod_database_code 1000051, Acta Crystallographica, Section B, 32, 1968–1971 (1976)."
Retgersite,Ni S O₁₀ D₁₂,"O'Connor B. H., Dale D. H., A neutron diffraction analysis of the crystal structure of tetragonal nickel sulphate hexadeuterate, Acta Crystallographica, 21, 705–709 (1966)."
Valentinite,Sb₂ O₃,"Buerger M. J., The crystal structure of valentinite, American Mineralogist, 21, 206–207 (1936)."
Boleite,K Pb₂₆ Ag₉ Cu₂₄ Cl₆₂ O₄₈ H₄₈,"Cooper M. A., Hawthorne F. C., Boleite: Resolution of the formula, KPb26Ag9Cu24Cl62(OH)48, The Canadian Mineralogist, 38, 801–808 (2000)."
Illite,K Al₂ Si₄ O₁₂ H₂,"Drits V. A., Zviagina B. B., McCarty D. K., Salyn A. L., Factors responsible for crystal-chemical variations in the solid solutions from illite to aluminoceladonite and from glauconite to celadonite Sample Name: RM30, American Mineralogist, 95, 348–361 (2010)."
Nicksobolevite,Cu₇ Se₂ O₈ Cl₆,"Vergasova L. P., Semenova T. F., Krivovichev S. V., Filatov S. K., Zolotarev A. A., Ananiev V. V., Nicksobolevite, Cu7(SeO3)2O2Cl6, a new complex copper oxoselenite chloride from Tolbachik fumaroles, Kamchatka peninsula, Russia, European Journal of Mineralogy, 26, 439–449 (2014)."
Tvalchrelidzeite,Hg₃ Sb As S₃,"Yang H., Downs R. T., Costin G., Eichler C. M., The crystal structure of tvalchrelidzeite, Hg3SbAsS3, and a revision of its chemical formula, The Canadian Mineralogist, 45, 1529–1533 (2007)."
Pavonite,Bi₃ Ag S₅,"Makovicky E., Mumme W. G., Watts J. A., The crystal structure of synthetic pavonite, AgBi3S5, and the definition of the pavonite homologous series, The Canadian Mineralogist, 15, 339–348 (1977)."
Sternbergite,Ag Fe₂ S₃,"Pertlik F., Crystal structure of sternbergite, AgFe2S3, Neues Jahrbuch fur Mineralogie, Monatshefte, 1987, 458–464 (1987)."
Bertrandite,Si₂ Be₄ H₂ O₉,"Downs J. W., Ross F. K., Neutron-diffraction study of bertrandite Note: O2y has been corrected, American Mineralogist, 72, 979–983 (1987)."
Erniggliite,Sn Tl₂ As₂ S₆,"Graeser S., Schwander H., Wulf R., Edenharter A., Erniggliite (Tl2SnAs2S6), a new mineral from Lengenbach, Binntal (Switzerland): description and crystal structure determination based on data from synchrotron radiation, Schweizerische Mineralogische und Petrographische Mitteilungen, 72, 293–305 (1992)."
Rhabdophane-(Ce),Ce P O₄,"Mooney R. C. L., X-ray diffraction study of cerous phosphate and related crystals I. Hexagonal modification, Acta Crystallographica, 3, 337–340 (1950)."
Eldragonite,Cu₆ Bi Se₆,"Paar W. H., Cooper M. A., Moelo Y., Stanley C. J., Putz H., Topa D., Roberts A. C., Stirling J., Raith J. G., Rowe R., Eldragonite, Cu6BiSe4(Se2), a new mineral species from the El Dragon mine, Potosi, Bolivia, and its crystal structure, The Canadian Mineralogist, 50, 281–294 (2012)."
Sudburyite,Pd Sb,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Note: ideal nickel arsenide structure, Crystal Structures, 1, 85–237 (1963)."
Delafossite,Cu Fe O₂,"Pabst A., Crystal structure and density of delafossite, American Mineralogist, 23, 175–176 (1938)."
Foshagite,Ca₄ Si₃ O₁₁ H₂,"Gard J. A., Taylor H. F. W., The crystal structure of foshagite, Acta Crystallographica, 13, 785–793 (1960)."
Hydroromarchite,Sn₃ O₄ H₂,"Abrahams I., Grimes S. M., Johnston S. R., Knowles J. C., Tin(II) oxyhydroxide by X-ray powder diffraction, Acta Crystallographica, Section C, 52, 286–288 (1996)."
Ronneburgite,Mn V₄ K₂ O₁₂,"Witzke T., Zhen S., Seff K., Doering T., Nasdala L., Kolitsch U., Ronneburgite, K2MnV4O12, a new mineral from Ronneburg, Thuringia, Germany: Description and crystal structure, American Mineralogist, 86, 1081–1086 (2001)."
Hydrohalite,Na Cl O₂ H₄,"Klewe B., Pedersen B., The crystal structure of sodium chloride dihydrate, Acta Crystallographica, Section B, 30, 2363–2371 (1974)."
Meliphanite,Ca₄ Na₄ Al Si₇ Be₄ O₂₄ F₄,"Grice J. D., Hawthorne F. C., New data on meliphanite, Ca4(Na,Ca)4Be4AlSi7O24(F,O)4, The Canadian Mineralogist, 40, 971–980 (2002)."
Jaipurite,Co S,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Note: ideal nickel arsenide structure, Crystal Structures, 1, 85–237 (1963)."
Helium,He,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample at T = 2 K Hexagonal closest packed, hcp, structure, Crystal Structures, 1, 7–83 (1963)."
Xifengite,Fe₅ Si₃,"Weill A. R., Structure of the eta phase of the iron-silicon system, Nature, 152, 413–413 (1943)."
Kremersite,N₂ H₁₀ Fe Cl₅ O,"Figgis B. N., Raston C. L., Sharma R. P., White A. H., Crystal structure of diammonium aquapentachloroferrate(III), Australian Journal of Chemistry, 31, 2717–2720 (1978)."
Arsenohauchecornite,Ni₁₈ Bi₃ As S₁₆,"Grice J. D., Ferguson R. B., The crystal structure of arsenohauchecornite, The Canadian Mineralogist, 27, 137–142 (1989)."
Portlandite,Ca O₂ H₂,"Henderson D. M., Gutowsky H. S., A nuclear magnetic resonance determination of the hydrogen positions in Ca(OH)2 T = -190 C, American Mineralogist, 47, 1231–1251 (1962)."
Oldhamite,Ca S,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York rocksalt structure, Crystal Structures, 1, 85–237 (1963)."
Poughite,Fe₂ Te₂ S O₁₃ H₆,"Kampf A. R., Mills S. J., The role of hydrogen in tellurites: crystal structure refinements of juabite, poughite and rodalquilarite, Journal of Geosciences, 56, 235–247 (2011)."
Natrotantite,Na₂ Ta₄ O₁₁,"Ercit T. S., Hawthorne F. C., Cerny P., The crystal structure of synthetic natrotantite, Bulletin de Mineralogie, 108, 541–549 (1985)."
Carnegieite,Na Al Si O₄,"Barth F., Posnjak E., Silicate structures of the cristobalite type. The crystal structure of alpha-carnegieite (Na Al Si O4) _cod_database_code 1010957, Zeitschrift fur Kristallographie, 81, 135–141 (1932)."
Olivenite,As Cu₂ O₅,"Burns P. C., Hawthorne F. C., Rietveld refinement of the crystal structure of olivenite: A twinned monoclinic structure, The Canadian Mineralogist, 33, 885–888 (1995)."
Pararealgar,As S,"Bonazzi P., Menchetti S., Pratesi G., The crystal structure of pararealgar, American Mineralogist, 80, 400–403 (1995)."
Niocalite,Ca₇ Nb Si₄ O₁₇ F,"Mellini M., Niocalite revised: Twinning and crystal structure Note: cuspidine structure, Tschermaks Mineralogische und Petrographische Mitteilungen, 30, 249–266 (1982)."
Fuettererite,Pb₃ Cu₆ Te O₁₃ H₇ Cl₅,"Kampf A. R., Mills S. J., Housley R. M., Marty J., Lead-tellurium oxysalts from Otto Mountain near Baker, California: VIII. Fuettererite, Pb3Cu2+6Te6+O6(OH)7Cl5, a new mineral with double spangolite-type sheets, American Mineralogist, 98, 506–511 (2013)."
Szenicsite,Cu₃ Mo O₈ H₄,"Burns P. C., The crystal structure of szenicsite, Cu3MoO4(OH)4, Mineralogical Magazine, 62, 461–469 (1998)."
Santarosaite,Cu B₂ O₄,"Martinez-Ripoll M., Martinez-Carrera S., Garcia-Blanco S., The crystal structure of copper metaborate, CuB2O4, Acta Crystallographica, Section B, 27, 677–681 (1971)."
Benitoite,Ba Ti Si₃ O₉,"Hejny C., Miletich R., Jasser A., Schouwink P., Crichton W., Kahlenberg V., Second-order P6c2-P31c transition and structural crystallography of the cyclosilicate benitoite, BaTiSi3O9, at high pressure Note: P = 0.0001 GPa, American Mineralogist, 97, 1749–1763 (2012)."
Vanthoffite,Na₆ Mg S₄ O₁₆,"Fischer W., Hellner E., Ueber die struktur des vanthoffits, Acta Crystallographica, 17, 1613–1613 (1964)."
Famatinite,Cu₃ Sb S₄,"Garin J., Parthe E., The crystal structure of Cu3PSe4 and other ternary normal tetrahedral structure compounds with composition 1_356_4, Acta Crystallographica, Section B, 28, 3672–3674 (1972)."
Jamesonite,Fe Pb₄ Sb₆ S₁₄,"Niizeki N., Buerger M. J., The crystal structure of jamesonite, FePb4Sb6S14, Zeitschrift fur Kristallographie, 109, 161–183 (1957)."
Blossite,Cu₂ V₂ O₇,"Robinson P. D., Hughes J. M., Malinconico M. L., Blossite, alpha-Cu2V2O7, a new fumarolic sublimate from Izalco volcano, El Salvador - data obtained by personal communication, May 2003., American Mineralogist, 72, 397–400 (1987)."
BC-8,C,"Fayos J., Possible 3D carbon structures as progressive intermediates in graphite to diamond phase transition Note: mathematical model, phase: BC-8, Journal of Solid State Chemistry, 148, 278–285 (1999)."
Bogdanovite,Au₃ Cu,"Bayliss P., Revised unit cell dimensions, space group, and chemical formula of some metallic minerals, The Canadian Mineralogist, 28, 751–755 (1990)."
Fassinaite,Pb₂ S₂ C O₆,"Bindi L., Nestola F., Kolitsch U., Guastoni A., Zorzi F., Fassinaite, Pb22+(S2O3)(CO3), the first mineral with coexisting thiosulphate and carbonate groups: description and crystal structure Note: Sample ID FAS-01, Mineralogical Magazine, 75, 2721–2732 (2011)."
Reynoldsite,Pb₂ Mn₂ Cr O₉,"Kampf A. R., Mills S. J., Housley R. M., Bottrill R. S., Kolitsch U., Reynoldsite, Pb2Mn4+2O5(CrO4), a new phyllomanganate-chromate from the Blue Bell claims, California and the Red Lead mine, Tasmania, American Mineralogist, 97, 1187–1192 (2012)."
Millerite,Ni S,"Grice J. D., Ferguson R. B., Crystal structure refinement of millerite (B-NiS), The Canadian Mineralogist, 12, 248–252 (1974)."
Danalite,Fe₄ O₁₂ Be₃ Si₃ S,"Hassan I., Grundy H. D., The crystal structures of helvite group minerals, (MnFeZn)8(Be6Si6O24)S2, American Mineralogist, 70, 186–192 (1985)."
Gallite,Cu Ga S₂,"Abrahams S. C., Bernstein J. L., Piezoelectric nonlinear optic CuGaS2 and CuInS2 crystal structure: Sublattice distortion in AIBIIIC2VI and AIIBIVC2V type chalcopyrites, Journal of Chemical Physics, 59, 5415–5420 (1973)."
Cebaite-(Ce),Ba₃ Ce₂ C₅ O₁₅ F₂,"Yang Z., Structure redetermination of natural cebaite-(Ce), Ba3Ce2(CO3)5F2, Neues Jahrbuch fur Mineralogie, Monatshefte, 1995, 56–64 (1995)."
Hodgkinsonite,Zn₂ Mn Si O₆ H₂,"Rentzeperis P. J., The crystal structure of hodgkinsonite Zn2Mn[(OH)2|SiO4] Note: y(H2) corrected, Zeitschrift fur Kristallographie, 119, 117–138 (1963)."
Celadonite,K Al₂ Si₄ O₁₂ H₂,"Drits V. A., Zviagina B. B., McCarty D. K., Salyn A. L., Factors responsible for crystal-chemical variations in the solid solutions from illite to aluminoceladonite and from glauconite to celadonite Sample Name: 69 Note: y-coordinate of O1 altered by communication with authors, American Mineralogist, 95, 348–361 (2010)."
Abellaite,Na Pb₂ C₂ (O₇ H),"Belokoneva E. L., Al'-Ama A. G., Dimitrova O. V., Kurazhkovskaya V. S., Stefanovich S. Y., Synthesis and crystal structure of new carbonate NaPb2(CO3)2(OH), Crystallography Reports, 47, 217–222 (2002)."
Chekhovichite,Bi₂ Te₄ O₁₁,"Rossell H. J., Leblanc M., Ferey G., Bevan D. J. M., Simpson D. J., Taylor M. R., On the crystal structure of Bi2Te4O11, Australian Journal of Chemistry, 45, 1415–1425 (1992)."
Lindstromite,Bi₇ Pb₃ Cu₃ S₁₅,"Horiuchi H., Wuensch B. J., Lindstromite, Cu3Pb3Bi7S15: Its space group and ordering scheme for metal atoms in the crystal structure, The Canadian Mineralogist, 15, 527–535 (1977)."
Nordenskioldine,Ca Sn B₂ O₆,"Effenberger H., Zemann J., The detailed crystal structure of nordenskioeldine, CaSn(BO3)2, Neues Jahrbuch fur Mineralogie, Monatshefte, 1986, 111–114 (1986)."
Shcherbinaite,V₂ O₅,"Ketelaar J., Die Kristallstruktur des Vanadinpentoxyds _cod_database_code 1011126, Zeitschrift fur Kristallographie, 95, 9–27 (1936)."
Penobsquisite,Ca₂ Fe Cl B₉ O₂₃ H₁₅,"Grice J. D., Gault R. A., Van Velthuizen. J., Penobsquisite: A new borate mineral with a complex framework structure, The Canadian Mineralogist, 34, 657–665 (1996)."
Pyrrhotite,Fe₇ S₈,"Tokonami M., Nishiguchi K., Morimoto N., Crystal structure of a monoclinic pyrrhotite (Fe7S8), American Mineralogist, 57, 1066–1080 (1972)."
Pararammelsbergite,Ni As₂,"Fleet M. E., The crystal structure of pararammelsbergite (NiAs2), American Mineralogist, 57, 1–9 (1972)."
Alumotantite,Ta Al O₄,"Ercit T. S., Hawthorne F. C., Cerny P., The crystal structure of alumotantite: Its relation to the structures of simpsonite and the (Al,Ga)(Ta,Nb)O4 compounds, The Canadian Mineralogist, 30, 653–662 (1992)."
Villiaumite,Na F,"Deshpande V. T., Thermal expansion of sodium fluoride and sodium bromide Note: T = 29.6 C, rocksalt structure, Acta Crystallographica, 14, 794–794 (1961)."
Datolite,Ca Si B O₅ H,"Foit F. F., Phillips M. W., Gibbs G. V., A refinement of the crystal structure of datolite, CaBSiO4(OH), American Mineralogist, 58, 909–914 (1973)."
Cejkaite,Na₄ U C₃ O₁₁,"Ondrus P., Skala R., Veselovsky F., Sejkora J., Vitti C., Cejkaite, the triclinic polymorph of Na4(UO2)(CO3)3 - a new mineral from Jachymov, Czech Republic, American Mineralogist, 88, 686–693 (2003)."
Dimorphite,As₄ S₃,"Whitfield H. J., Crystal structure of the beta-form of tetraarsenic trisulphide, Journal of the Chemical Society, Dalton Transactions, Inorganic Chemistry, 1973, 1737–1738 (1973)."
Seeligerite,Pb₃ I O₄ Cl₃,"Bindi L., Welch M. D., Bonazzi P., Pratesi G., Menchetti S., The crystal structure of seeligerite, Pb3IO4Cl3, a rare Pb-I-oxychloride from the San Rafael mine, Sierra Gorda, Chile, Mineralogical Magazine, 71, 771–783 (2008)."
Perite,Pb Bi Cl O₂,"Gillberg M., Perite, a new oxyhalide mineral from Langban, Sweden, Arkiv for Mineralogi och Geologi, 2, 565–570 (1960)."
Lithosite,K₃ Al₂ Si₄ O₁₃,"Pudovkina Z. V., Solov'eva L. P., Pyatenko Y. A., Crystal structure of lithosite K3[HAl2Si4O13], Soviet Physics Doklady, 31, 941–942 (1986)."
Edgarbaileyite,Hg₆ Si₂ O₇,"Angel R. J., Cressey G., Criddle A. J., Edgarbaileyite, Hg6Si2O7: The crystal structure of the first mercury silicate, American Mineralogist, 75, 1192–1196 (1990)."
Sewardite,Ca Fe₂ As₂ O₁₀ H₂,"Roberts A. C., Cooper M. A., Hawthorne F. C., Criddle A. J., Stirling J. A. R., Sewardite, CaFe2(AsO4)2(OH)2, the Ca-analogue of carminite, from Tsumeb, Namibia: Description and crystal structure, The Canadian Mineralogist, 40, 1191–1198 (2002)."
Elpasolite,Na K₂ Al F₆,"Menzer G., Ueber die Kristallstrukturen der Kryolithgruppe _cod_database_code 1011068, Fortschritte der Mineralogie, 17, 61–61 (1932)."
Sulphohalite,Na₆ S₂ O₈ Cl F,"Pabst A., The crystal structure of sulphohalite, Zeitschrift fur Kristallographie, 89, 514–517 (1934)."
Tinaksite,K₂ Na Ca₂ Ti Si₇ O₂₀ H,"Bissert G., Verfeinerung der struktur von tinaksit, Ca2K2NaTiO[Si7O18(OH)] Note: z-coordinate of Si4 adjusted to match reported bond lengths, Acta Crystallographica, Section B, 36, 259–263 (1980)."
Tolbachite,Cu Cl₂,"Burns P. C., Hawthorne F. C., Tolbachite, CuCl2, the first example of Cu2+ octahedrally coordinated by Cl, American Mineralogist, 78, 187–189 (1993)."
